athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,rounds,comp_name
3888,34.0,Alina,RING,,,SUI,8,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '27+\xa0\xa027.  |  20.5+\xa0\xa035. [32.81]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
6372,35.0,Iuliia,ZAITSEVA,,,RUS,7,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '26+\xa0\xa033.  |  21+\xa0\xa032. [33.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
6224,36.0,Anja,SERBINEK,,,SLO,15,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '23 \xa0\xa039.  |  22 \xa0\xa030. [34.49]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
860,37.0,Claudia,GHISOLFI,,,ITA,13,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '23+\xa0\xa038.  |  21+\xa0\xa032. [35.41]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
3840,38.0,Stasa,GEJO,,,SRB,56,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '24+\xa0\xa035.  |  20.5+\xa0\xa035. [36.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
4323,38.0,Solveig,KORHERR,,,GER,6,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '24+\xa0\xa035.  |  20.5+\xa0\xa035. [36.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
6033,40.0,Federica,MINGOLLA,,,ITA,13,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '22+\xa0\xa040.  |  19 \xa0\xa040. [40.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
1377,41.0,Eliska,VLCKOVA,,,CZE,17,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '22 \xa0\xa041.  |  19 \xa0\xa040. [41.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
876,42.0,Eva,SCROCCARO,,,ITA,13,"[{'category_round_id': 3116, 'round_name': 'Qualification', 'score': '22 \xa0\xa041.  |  12+\xa0\xa042. [41.75]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 
1122,1.0,Mina,MARKOVIC,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [3.46]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '35 ', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '35+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1226,2.0,Jessica,PILZ,,,AUT,16,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  42+\xa0\xa05. [6.48]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '35 ', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '35+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1147,3.0,Janja,GARNBRET,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [3.46]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': 'Top', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '34+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
2035,4.0,Jain,KIM,,,KOR,21,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [3.46]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '37+', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '34+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
315,5.0,Anak,VERHOEVEN,,,BEL,9,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  37 \xa0\xa015. [9.49]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '36+', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '33+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
455,6.0,Hélène,JANICOT,,,FRA,10,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26+\xa0\xa019.  |  39+\xa0\xa013. [16.84]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '33+', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '23+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
456,7.0,Mathilde,BECERRA,,,FRA,10,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  41+\xa0\xa010. [7.94]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '33+', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '22+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1210,8.0,Christine,SCHRANZ,,,AUT,16,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '38+\xa0\xa012.  |  42+\xa0\xa05. [9.35]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '31+', 'speed_elimination_stages': []}, {'category_round_id': 3498, 'round_name': 'Final', 'score': '22 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
466,9.0,Julia,CHANOURDIE,,,FRA,10,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  36+\xa0\xa016. [10.54]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '31+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
2267,10.0,Risa,OTA,,,JPN,25,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '36+\xa0\xa015.  |  40 \xa0\xa012. [13.42]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '31 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1224,11.0,Magdalena,RÖCK,,,AUT,16,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  42+\xa0\xa05. [6.48]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '30+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
2251,12.0,Yuka,KOBAYASHI,,,JPN,25,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '38+\xa0\xa012.  |  41+\xa0\xa010. [11.46]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '30+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
2253,13.0,Akiyo,NOGUCHI,,,JPN,25,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '37+\xa0\xa014.  |  39+\xa0\xa013. [13.75]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '30+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1232,14.0,Hannah,SCHUBERT,,,AUT,16,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  42+\xa0\xa05. [6.48]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '29 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1222,15.0,Katharina,POSCH,,,AUT,16,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  42+\xa0\xa05. [6.48]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '28+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
442,16.0,Alizée,DUFRAISSE,,,FRA,10,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '28 \xa0\xa018.  |  36+\xa0\xa016. [18.25]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '28+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1133,17.0,Rebeka,KAMIN,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26+\xa0\xa019.  |  29+\xa0\xa030. [25.31]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '28+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1148,18.0,Tjasa,SLEMENSEK,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '25+\xa0\xa027.  |  33+\xa0\xa024. [26.72]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '27+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
3580,19.0,Nikki,VAN BERGEN,,,NED,50,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26+\xa0\xa019.  |  36+\xa0\xa016. [19.71]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '26+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1369,20.0,Iva,ONDRA,,,CZE,17,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '25+\xa0\xa027.  |  36+\xa0\xa016. [22.76]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '26+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
3109,21.0,Johanna,HOLFELD,,,GER,6,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '25+\xa0\xa027.  |  33+\xa0\xa024. [26.72]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '24+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1239,22.0,Julia,FISER,,,AUT,16,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '30+\xa0\xa017.  |  36+\xa0\xa016. [17.73]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '21+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
848,23.0,Jenny,LAVARDA,,,ITA,13,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '35 \xa0\xa016.  |  36+\xa0\xa016. [17.20]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '19 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
4301,24.0,Michelle,HULLIGER,,,SUI,8,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26+\xa0\xa019.  |  29+\xa0\xa030. [25.31]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '16+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1136,25.0,Veronika,MEKE,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26 \xa0\xa024.  |  32+\xa0\xa028. [26.46]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '16+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1139,26.0,Tjasa,KALAN,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  43+\xa0\xa04. [4.90]', 'speed_elimination_stages': []}, {'category_round_id': 3497, 'round_name': 'Semi-Final', 'score': '2 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
467,27.0,Salomé,ROMAIN,,,FRA,10,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '24+\xa0\xa031.  |  35+\xa0\xa023. [27.55]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
3984,28.0,Netta,FREDMAN,,,ISR,60,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '25 \xa0\xa030.  |  33+\xa0\xa024. [27.66]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1202,29.0,Barbara,BACHER,,,AUT,16,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26+\xa0\xa019.  |  24+\xa0\xa037. [28.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
891,30.0,Asja,GOLLO,,,ITA,13,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26 \xa0\xa024.  |  26+\xa0\xa034. [29.37]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
3775,30.0,Lena,HERRMANN,,,GER,6,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '26 \xa0\xa024.  |  26+\xa0\xa034. [29.37]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
860,32.0,Claudia,GHISOLFI,,,ITA,13,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '21.5 \xa0\xa040.  |  36 \xa0\xa022. [29.66]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
539,33.0,Léa,MARIGO,,,FRA,10,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '23+\xa0\xa036.  |  33+\xa0\xa024. [30.51]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
49,34.0,Evgeniia,MALAMID,,,RUS,7,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '24+\xa0\xa031.  |  31+\xa0\xa029. [30.94]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
642,35.0,Molly,THOMPSON-SMITH,,,GBR,11,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '24+\xa0\xa031.  |  29 \xa0\xa032. [32.50]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
328,36.0,Heloïse,DOUMONT,,,BEL,9,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '24+\xa0\xa031.  |  27 \xa0\xa033. [33.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
4251,37.0,Chiara Maria,CLOSTERMANN,,,GER,6,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '24+\xa0\xa031.  |  24+\xa0\xa037. [35.41]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1368,38.0,Gabriela,VRABLIKOVA,,,CZE,17,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '23+\xa0\xa036.  |  20 \xa0\xa040. [38.21]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1137,39.0,Julija,KRUDER,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '15+\xa0\xa041.  |  25 \xa0\xa036. [38.42]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1143,40.0,Kaja,SKVARC BOZIC,,,SLO,15,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '22+\xa0\xa039.  |  24+\xa0\xa037. [38.50]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
4323,41.0,Solveig,KORHERR,,,GER,6,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '23 \xa0\xa038.  |  19+\xa0\xa041. [39.47]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
1377,42.0,Eliska,VLCKOVA,,,CZE,17,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '14+\xa0\xa042.  |  18+\xa0\xa042. [42.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
2419,43.0,Maria,GEORGIEVA,,,BUL,26,"[{'category_round_id': 3496, 'round_name': 'Qualification', 'score': '14 \xa0\xa043.  |  16+\xa0\xa043. [43.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2015
315,1.0,Anak,VERHOEVEN,,,BEL,9,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [4.00]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '44+', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '48+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
2253,2.0,Akiyo,NOGUCHI,,,JPN,25,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [4.00]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '35+', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '41 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1147,3.0,Janja,GARNBRET,,,SLO,15,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [4.00]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': 'Top', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '40+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1122,4.0,Mina,MARKOVIC,,,SLO,15,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [4.00]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '43 ', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '40+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1232,5.0,Hannah,SCHUBERT,,,AUT,16,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  42+\xa0\xa08. [6.78]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '39+', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '31+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
2035,6.0,Jain,KIM,,,KOR,21,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [4.00]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '37 ', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '31+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
2251,7.0,Yuka,KOBAYASHI,,,JPN,25,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '39+\xa0\xa09.  |  41+\xa0\xa016. [14.28]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '31+', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '25+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
456,8.0,Mathilde,BECERRA,,,FRA,10,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '36+\xa0\xa019.  |  34+\xa0\xa024. [23.22]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '33 ', 'speed_elimination_stages': []}, {'category_round_id': 3916, 'round_name': 'Final', 'score': '21+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
466,9.0,Julia,CHANOURDIE,,,FRA,10,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '38+\xa0\xa016.  |  42+\xa0\xa08. [13.98]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '29+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1222,10.0,Katharina,POSCH,,,AUT,16,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '36+\xa0\xa019.  |  41+\xa0\xa016. [19.34]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '29+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1130,11.0,Katja,DEBEVEC,,,SLO,15,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '36+\xa0\xa019.  |  36+\xa0\xa019. [20.98]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '29+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
2671,12.0,Kajsa,ROSEN,,,SWE,32,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '39+\xa0\xa09.  |  42+\xa0\xa08. [11.75]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '29 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1226,13.0,Jessica,PILZ,,,AUT,16,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '39+\xa0\xa09.  |  42+\xa0\xa08. [11.75]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '28+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
642,14.0,Molly,THOMPSON-SMITH,,,GBR,11,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '39+\xa0\xa09.  |  Top\xa0\xa01. [6.93]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '26+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
2268,15.0,Aya,ONOE,,,JPN,25,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '36+\xa0\xa019.  |  42+\xa0\xa08. [15.91]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '26+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
2267,15.0,Risa,OTA,,,JPN,25,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '36+\xa0\xa019.  |  42+\xa0\xa08. [15.91]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '26+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1210,17.0,Christine,SCHRANZ,,,AUT,16,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '44+\xa0\xa08.  |  Top\xa0\xa01. [5.66]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '26 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
3426,18.0,Anne-sophie,KOLLER,,,SUI,8,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '39+\xa0\xa09.  |  42+\xa0\xa08. [11.75]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '26 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1153,19.0,Vita,LUKAN,,,SLO,15,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '38+\xa0\xa016.  |  41+\xa0\xa016. [17.00]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '26 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1133,20.0,Rebeka,KAMIN,,,SLO,15,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '39+\xa0\xa09.  |  36+\xa0\xa019. [15.49]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '24+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
467,21.0,Salomé,ROMAIN,,,FRA,10,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '31+\xa0\xa030.  |  36+\xa0\xa019. [25.10]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '24 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
4301,22.0,Michelle,HULLIGER,,,SUI,8,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '34+\xa0\xa028.  |  35+\xa0\xa022. [25.32]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '23+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
848,23.0,Jenny,LAVARDA,,,ITA,13,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '38+\xa0\xa016.  |  21 \xa0\xa040. [26.24]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '23+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
1139,24.0,Tjasa,KALAN,,,SLO,15,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  42+\xa0\xa08. [6.78]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '23 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
859,25.0,Andrea,EBNER,,,ITA,13,"[{'category_round_id': 3914, 'round_name': 'Qualification', 'score': '36+\xa0\xa019.  |  32 \xa0\xa031. [26.32]', 'speed_elimination_stages': []}, {'category_round_id': 3915, 'round_name': 'Semi-Final', 'score': '22.5+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Kranj (SLO) 2016
